0	Aaltonen, Peter	Peter Aaltonen
592	Goswami, Monojoy	Monojoy Goswami
593	Govindaraju, Naga	Naga Govindaraju
594	Govindu, Gokul	Gokul Govindu
595	Grabowski, Jessie	Jessie Grabowski
596	Graf, Tobias	Tobias Graf
597	Graham, Paul	Paul Graham
598	Granacki, John	John Granacki
599	Granger, Brian	Brian Granger
600	Green, Oded	Oded Green
601	Greene, Jonathan	Jon Greene|Jonathan Greene
602	Griffiths, Graham	Graham Griffiths
603	Grobelny, Eric	Eric Grobelny
604	Grodowitz, M.L.	M.L. Grodowitz
605	Grossmann, Peter	Peter Grossmann
606	Grout, Ian	Ian Grout
607	Groves, Gillian	Gillian Groves
608	Gu, Yongfeng	Yongfeng Gu
609	Guan, Hang	Hang Guan
610	Guglielmo, Giuseppe Di	Giuseppe Di Guglielmo
611	Guidry, Michael	Michael Guidry
612	Guillen, Carla	Carla Guillen
613	Guillon, Benoît	Benoît Guillon
614	Gundala, Padma	Padma Gundala
615	Guney, Murat	Murat Guney
616	Guo, Qi	Qi Guo
617	Guo, Yue	Yue Guo
618	Gupta, Ankush M.	Ankush M. Gupta
619	Gupta, Kshitij	Kshitij Gupta
620	Gupta, Rajan	Rajan Gupta
621	Gyimothy, S.	S. Gyimothy
622	Hadzikadic, Mirsad	Mirsad Hadzikadic
623	Haidar, Azzam	Azzam Haidar
624	Halappanavar, Mahantesh	Mahantesh Halappanavar
625	Hall, Giles	Giles Hall
626	Hamilton, Robert	Robert Hamilton
627	Hamlin, Ariel	Ariel Hamlin
628	Hammes, Jeff	Jeff Hammes
629	Hammond, Simon D.	Simon D. Hammond
630	Han, Sunggeun	Sunggeun Han
631	Hancock, Braden	Braden Hancock
632	Hanes, Mark	Mark Hanes
633	Haney, Ryan	Ryan Haney
634	Haney, Wayne	Wayne Haney
635	Hankendi, Can	Can Hankendi
636	Hansen, Todd	Todd Hansen
637	Harle, Christophe	Christophe Harle
638	Harold, Neil	Neil Harold
639	Harrington, Scott	Scott Harrington
640	Harris, Jeffrey	Jeffrey Harris
641	Hartono, Albert	Albert Hartono
642	Harvey, Joann	Joann Harvey
643	Hauck, Matthias	Matthias Hauck
644	Haupt, James	James Haupt
645	Hauser, Thomas	Thomas Hauser
646	Haynes, Brandon	Brandon Haynes
647	He, Lu	Lu He
648	Healy, Dennis	Dennis Healy
649	Hebert, Louis	Louis Hebert
650	Heckerling, Andrew	Andrew Heckerling
651	Hein, Carl	Carl Hein
652	Hein, Eric R.	Eric R. Hein
653	Heistand, Steve	Steve Heistand
654	Held, James	James Held
655	Helfer, Brian	Brian Helfer
656	Helgemo, Dirk	Dirk Helgemo
657	Hemmeter, Eric	Eric Hemmeter
658	Hendrickson, Bruce	Bruce Hendrickson
659	Hendry, Gilbert	Gilbert Hendry
660	Hendry, Robert	Robert Hendry
661	Henretty, Tom	Tom Henretty
662	Hensley, Justin	Justin Hensley
663	Henson, Van Emden	Van Emden Henson
664	Herbordt, Martin C.	Martin Herbordt|Martin C. Herbordt
665	Herman, Matthew	Matthew Herman
666	Hernandez, Mark	Mark Hernandez
667	Hersey, Ryan K.	Ryan K. Hersey
668	Herzog, Jonathan	Jonathan Herzog
669	Hill, Chris	C. Hill|Chris Hill
670	Hill, Connie R.	Connie R. Hill
671	Ho, Nhut-Minh	Nhut-Minh Ho
672	Hoare, Raymond R.	Ray Hoare|Raymond Hoare|Raymond R. Hoare
673	Hochstein, Lorin	Lorin Hochstein
674	Hodson, Mark	Mark Hodson
675	Hoe, James C.	James Hoe|James C. Hoe
676	Hoffmann, Henry	Henry Hoffman|Hank Hoffmann|Henry Hoffmann
677	Holl, David	David Holl
678	Holland, John	John Holland
679	Holmes, David	David Holmes
680	Holvenstot, Peter	Peter Holvenstot
681	Holzrichter, M.	M. Holzrichter
682	Horn, W P	W P Horn
683	Horne, Mert	Mert Horne
684	Horner, Jeremy	Jeremy Horner
685	Horst, Albert	Albert Horst
686	Houle, Michael	Michael Houle
687	Howard, Kevin	Kevin Howard
688	Howard, Paul	Paul Howard
689	Howe, Bill	Bill Howe
690	Hsu, Chia-Jui	Chia-Jui Hsu
691	Hu, Jun	Jun Hu
692	Hu, Yang	Yang Hu
693	Hu, Yin	Yin Hu
694	Hu, Yusong	Yusong Hu
695	Huang, Chun-Hsi	Chun-Hsi Huang
696	Huang, H. Howie	H. Howie Huang
697	Huang, Randy	Randy Huang
698	Huang, Xinming	Xinming Huang
699	Huang, Yi-hua	Yi-hua Huang
700	Huangfu, Yijie	Yijie Huangfu
701	Hubbell, Matthew	M. Hubbell|Matt Hubbell|Matthew Hubbell
702	Hughes, Jeffrey	Jeff Hughes|Jeffrey Hughes
703	Hui, Yawei	Yawei Hui
704	Hukerikar, Saurabh	Saurabh Hukerikar
705	Hulbert, Christopher	Christopher Hulbert
706	Humble, Travis S.	Travis S. Humble
707	Humphrey, Laura	Laura Humphrey
708	Humphries, Ben	Ben Humphries
709	Hunziker, James	James Hunziker
710	Hur, Ibrahim	Ibrahim Hur
711	Hurley, Michael	Michael Hurley
712	Husbands, Parry	Parry Husbands
713	Hussong, Scott	Scott Hussong
714	Hutchison, Dylan	Dylan Hutchison
715	Hwu, Wen-Mei	Wen-Mei Hwu
716	Hymel, Ross	Ross Hymel
717	Iannarilli, Frank	Frank Iannarilli
718	Iaquinto, Mike	Mike Iaquinto|Mike laquinto
719	Idaszak, Ray	Ray Idaszak
720	Ide, Keisuke	Keisuke Ide
721	Iliopoulos, Alexandros-Stavros	Alexandros-Stavros Iliopoulos
722	Indeck, Ronald	Ronald Indeck
723	Inman, Jeff	Jeff Inman
724	Ionta, Bob	Bob Ionta
725	Iredell, M.	M. Iredell
726	Irizarry, Nazario	Nazario Irizarry
727	Irza, J.	J. Irza
728	Isenman, Jeff	Jeff Isenman
729	Isereau, Darrek	Darrek Isereau
730	Itu, Lucian Mihai	Lucian Itu|Lucian Mihai Itu
731	Jackson, Barry	Barry Jackson
732	Jackson, Preston	Preston Jackson
733	Jacob, R.	R. Jacob
734	Jacobs, Adam	Adam Jacobs
735	Jacquet, Francois	Francois Jacquet
736	Jaenicke, Richard	Richard Jaenicke
737	Jaffe, Ariel J.	Ariel J. Jaffe
738	Jagode, Heike	Heike Jagode
739	Jain, Ankit	Ankit Jain
740	James, Mark	Mark James
741	Jananthan, Hayden	Hayden Jananthan
742	Jann, Joefon	Joefon Jann
743	Jayaraj, Ajay	Ajay Jayaraj
744	Jelinek, Jan	Jan Jelinek
745	Jennings, Daniel	Daniel Jennings
746	Jensen, E. Douglas	E. Douglas Jensen
747	Jeong, Won-Ki	Won-Ki Jeong
748	Jervis, Mark	Mark Jervis
749	Jesus, Miguel de	Miguel de Jesus
750	Jiang, Hao	Hao Jiang
751	Jimenez, Manuel	Manuel Jiménez
752	Jin, Jianming	Jianming Jin
753	Jin, Jonghoon	Jonghoon Jin
754	Johansson, John	John Johansson
755	John, Peabody	Peabody John
756	Johnson, Ann	A. Johnson|Ann Johnson
757	Johnson, Jeremy	Jeremy Johnson
758	Johnson, John	John Johnson
759	Johnson, Luke	Luke Johnson
760	Jonathan, Kitchens	Kitchens Jonathan
761	Jones, Alex	Alex Jones
762	Jones, Eric	Eric Jones
763	Jones, Holger	Holger Jones
764	Jones, Michael	Michael Jones|Mike Jones
765	Jones, P.	P. Jones
766	Jones, Phillip	Phillip Jones
767	Jones, Samuel	Samuel Jones
768	Jones, Stephen	Stephen Jones
769	Jordan, Kirk	Kirk Jordan
770	Joshi, Ajay	Ajay Joshi
771	Judd, Randall	Randall Judd
772	Jun, Sang-Woo	Sang-Woo Jun
773	Jungwirth, Patrick W.	Patrick W. Jungwirth
774	Kabir, Humayun	Humayun Kabir
775	Kabir, Khairul	Khairul Kabir
776	Kadric, Edin	Edin Kadric
777	Kaeli, David	David Kaeli
778	Kahn, Crystal	Crystal Kahn
779	Kalbarczyk, Zbigniew	Zbigniew Kalbarczyk
780	Kalyanaraman, Ananth	Ananth Kalyanaraman
781	Kam, Brandon	Brandon Kam
782	Kamil, Shoaib	Shoaib Kamil
783	Kandasamy, Nagarajan	Nagarajan Kandasamy
784	Kandemir, Mahmut	Mahmut Kandemir
785	Kanevsky, Arkady	Arkady Kanevsky
786	Kanewala, Thejaka	Thejaka Kanewala
787	Kang, Dong-In	Dong-In Kang
788	Kang, Seunghwa	Seunghwa Kang
789	Kannan, Rajgopal	Rajgopal Kannan
790	Kao, Edward	Edward Kao
791	Kapenga, John	John Kapenga
792	Karimi, Seemeen	Seemeen Karimi
793	Karnopp, Roger	Roger Karnopp
794	Karpinski, Stefan	Stefan Karpinski
795	Karypis, George	George Karypis
796	Katz, Daniel	Daniel Katz
797	Keltcher, Paul	Paul Keltcher
798	Kenny, J. Ryan	J. Ryan Kenny
799	Kent, Jane	Jane Kent
800	Kepner, Jeremy	J. Kepner|Jeremy Kepner
801	Kerr, Andrew	Andrew Kerr
802	Keskin, Selcuk	Selcuk Keskin
803	Kessler, Dave	Dave Kessler
804	Keville, Kurt	Kurt Keville
805	Khan, Ashfaquzzaman	Ashfaq Khan|Ashfaquzzaman Khan
806	Khan, Imran	Imran Khan
807	Khan, Omer	Omer Khan
808	Khanna, Gaurav	Gaurav Khanna
809	Khazan, Roger	Roger Khazan
810	Khot, Parna	Parna Khot
811	Kidman, Justin	Justin Kidman
812	Kim, Euna	Euna Kim
813	Kim, Hahn	Hahn Kim
814	Kim, Hyunwoo	Hyunwoo Kim
815	Kim, Jaeyoung	Jaeyoung Kim
816	Kim, Nam Sung	Nam Sung Kim
817	Kimball, Daniel	Daniel Kimball
818	Kindratenko, Volodymyr	Volodymyr Kindratenko
819	King, David M.	David M. King
820	King, Edward	Edward King
821	Kingsley, James	James Kingsley
822	Kinsy, Michel A.	Michel A. Kinsy
823	Kirsch, S.	S. Kirsch
824	Kiss, I.	I. Kiss
825	Klein, Andreas	Andreas Klein
826	Klein, Anna	Anna Klein
827	Klinvex, Alicia M.	Alicia M. Klinvex
828	Kliss, Greg	Greg Kliss
829	Klymko, Christine	Christine Klymko
830	Knauerhase, Robin	Robin Knauerhase
831	Knies, Allan	Allan Knies
832	Knyazev, Andrew	Andrew Knyazev
833	Ko, Teresa	Teresa Ko
834	Kocak, Taskin	Taskin Kocak
835	Koch, Michael	Michael Koch
836	Kodiyath, Midhunchandra	Midhunchandra Kodiyath
837	Koester, David	David Koester
838	Konstantinidis, Athanasios	Athanasios Konstantinidis
839	Kosmas, Panos	Panos Kosmas
840	Kosta, Leonard	Leonard Kosta
841	Kotteda, V M Krushnarao	V M Krushnarao Kotteda
842	Koutsoyannis, Robert	Robert Koutsoyannis
843	Kramer, Joshua	Josh Kramer|Joshua Kramer
844	Kramer, Matt	Matt Kramer
845	Krieger, Christopher D.	Christopher D. Krieger
846	Krikelis, Argy	Argy Krikelis
847	Krishnamurthy, Ashok	Ashok Krishnamurthy
848	Krishnamurthy, Praveen	Praveen Krishnamurthy
849	Krzych, Matthew	Matthew Krzych
850	Ku, Taeyun	Taeyun Ku
851	Kubiatowicz, John	John Kubiatowicz
852	Kulp, James	James Kulp|Jim Kulp
853	Kumar, Manoj	Manoj Kumar
854	Kumar, Pradeep	Pradeep Kumar
855	Kumar, Vinod	Vinod Kumar
856	Kumar, Vivek	Vivek Kumar
857	Kumbhare, Alok Gautam	Alok Gautam Kumbhare
858	Kunde, Gerd	Gerd Kunde
859	Kuning, Randy	Randy Kuning
860	Kuppannagari, Sanmukh R.	Sanmukh R. Kuppannagari
861	Kuraishi, Aqsa	Aqsa Kuraishi
862	Kurien, Thomas	Thomas Kurien
863	Kurzak, Jakub	Jakub Kurzak
864	Kusic, Dara	Dara Kusic
865	Kusinsky, David A.	David Kusinsky|David A. Kusinsky
866	Kuszmaul, Bradley	Bradley Kuszmaul
867	Kwak, K.J.	K.J. Kwak
868	Kwon, Yong-Jin	Yong-Jin Kwon
869	LaBorde, Pierre	Pierre LaBorde
870	LaCoss, Jeff	Jeff LaCoss
871	Labarta, Jesus	Jesús Labarta
872	Labowski, Kyle L.	Kyle L. Labowski
873	Lakhotia, Kartik	Kartik Lakhotia
874	Lakshminarasimhan, Kartik	Kartik Lakshminarasimhan
875	Lam, Herman	Herman Lam
876	Lambert, George	George Lambert
877	Lancaster, Joseph	Joseph Lancaster
878	Landaverde, Raphael	Raphael Landaverde
879	Langhammer, Martin	Martin Langhammer
880	Langston, M. Harper	M. Harper Langston
881	Laszlo, Michael J.	Michael J. Laszlo
882	Latimer, Dairsie	Dairsie Latimer
883	Laue, Soren	Sören Laue
884	Lauginiger, Frank	Frank Lauginiger
885	Lawande, Abhijeet G.	Abhijeet G. Lawande
886	Lazar, Laszlo	Laszlo Lazăr
887	Le, Hoang	Hoang Le
888	LeBlanc, Mike	Mike LeBlanc
889	LeCun, Yann	Yann LeCun
890	Lebak, James	James Lebak
891	Lee, Edward	Edward Lee
892	Lee, Kyusoon	Kyusoon Lee
893	Lee, Matthew	Matthew Lee
894	Lee, Max	Max Lee
895	Lee, Min	Min Lee
896	Lee, Nigel	Nigel Lee
897	Leeper, Sarah	Sarah Leeper
898	Leeser, Miriam E.	Miriam Leeser|Miriam E. Leeser
899	Leibman, Steve	Steve Leibman
900	Leimbach, Dave	Dave Leimbach
901	Leiserson, Charles	Charles Leiserson
902	Leko, Adam	Adam Leko
903	Lenhardt, W. Christopher	W. Christopher Lenhardt|W.Christopher Lenhardt
904	Lentine, Anthony	Anthony Lentine
905	Lethin, Richard	R. Lethin|Rich Lethin|Richard Lethin
906	Letourneau, Paul	Paul Letourneau
907	Letourneau, Pierre-David	Pierre-David Letourneau
908	Letsche, Todd	Todd Letsche
909	Leung, Allen	Allen Leung
910	Leung, Stephen	Stephen Leung
911	Levy, Markus	Markus Levy
912	Lewins, Lloyd	Lloyd Lewins
913	Lewis, Adam	Adam Lewis
914	Lewis, Kathleen M.	Kathleen M. Lewis
915	Li, Hai	Hai Li
916	Li, J.	J. Li
917	Li, Peng	Peng Li
918	Li, Peter	Peter Li
919	Li, Qiang	Qiang Li
920	Li, Zhe	Zhe Li
921	Lilja, David J.	David J. Lilja
922	Lin, Chun-Shin	Chun-Shin Lin
923	Lin, Ming	Ming Lin
924	Lin, Yih-Chuan	Yih-Chuan Lin
925	Lindahl, Greg	Greg Lindahl
926	Linderman, Mark	Mark Linderman
927	Linderman, Richard	Richard Linderman
928	Lindheim, Jan	Jan Lindheim
929	Lingerfelt, Eric	Eric Lingerfelt
930	List, Nancy	Nancy List
931	Litrenta, Thomas	Thomas Litrenta
932	Littlefield, Mark	Mark Littlefield
933	Liu, Chao	Chao Liu
934	Liu, Rui	Rui Liu
935	Liu, Xiaoxiao	Xiaoxiao Liu
936	Liu, Xing	Xing Liu
937	Liu, Xue	Xue Liu
938	Liu, Yang	Yang Liu
939	Liu, Yinan	Yinan Liu
940	Liu, Yu	Yu Liu
941	Lockwood, John	John Lockwood
942	Loe, Brian	Brian Loe
943	Lomakin, Alexei	Alexei Lomakin
944	Lonardi, S.	S. Lonardi
945	Looz, Moritz von	Moritz von Looz
946	Lorts, Daniel	Daniel Lorts
947	Low, Tze Meng	Tze Meng Low
948	Loyall, Joseph	Joseph Loyall
949	Lu, Hao	Hao Lu
950	Lu, Yi-Shan	Yi-Shan Lu
951	Lucas, Michael	Michael Lucas
952	Lucas, Robert F.	Robert F. Lucas
953	Luce, Ethan	Ethan Luce
954	Luckenbill, Samuel	Samuel Luckenbill
955	Ludaescher, Bertram	Bertram Ludaescher
956	Luebbers, Enno	Enno Luebbers
957	Lukacs, Mathew	Mathew Lukacs
958	Lum, Victor	Victor Lum
959	Lumsdaine, Andrew	Andrew Lumsdaine
960	Lundgren, William	William Lundgren
961	Luo, Pei	Pei Luo
962	Luo, Xingmin	Xingmin Luo
963	Luo, Yan	Yan Luo
964	Lupia, David	David Lupia
965	Lupo, James	James Lupo
966	Luszczek, Piotr	P. Luszczek|Piotr Luszczek
967	Lv, Tiehan	Tiehan Lv
968	Lynch, M.	M. Lynch
969	Lynch, Vickie E.	Vickie E. Lynch
970	Mabey, Glen	Glen Mabey
971	MacPherson, David	David MacPherson
972	MacWilliam, Tommy	Tommy MacWilliam
973	Mackenzie, Kenneth	Kenneth Mackenzie
974	Mackin, Bryce	Bryce Mackin
975	Madden, Samuel	Samuel Madden
976	Madduri, Kamesh	Kamesh Madduri
977	Maese, Tim	Tim Maese
978	Mahmood, Ausif	Ausif Mahmood
979	Majeti, Deepak	Deepak Majeti
980	Maji, Sourav	Sourav Maji
981	Majumder, Uttam (Tom)	Uttam (Tom) Majumder
982	Malewski, Rafal	Rafal Malewski
983	Malyska, Nicolas	Nicolas Malyska
984	Mane, Deepak Hanamant	Deepak Hanamant Mane
985	Manley, Jathan	Jathan Manley
986	Mann, James	James Mann
987	Manocha, Dinesh	Dinesh Manocha
988	Manohar, Rajit	Rajit Manohar
989	Manolakos, Elias	Elias Manolakos
990	Mansur, Skip	Skip Mansur
991	Mantovani, Paolo	Paolo Mantovani
992	Manuel, Steven	Steven Manuel
993	Mao, Mengjie	Mengjie Mao
994	Marek, Pat	Pat Marek
995	Margala, Martin	Martin Margala
996	Markle, Brian	Brian Markle
997	Marr, Bo	Bo Marr
998	Marshall, Stephen	Stephen Marshall
999	Martin, Q.	Q. Martin
1000	Martini, Berin	Berin Martini
1001	Martorell, Xavier	Xavier Martorell
1002	Maschmeyer, John	John Maschmeyer
1003	Mason, Jeff	Jeff Mason
1004	Masson, Benoit	Benoît Masson
1005	Mastin, Andrew	Andrew Mastin
1006	Matam, Kiran Kumar	Kiran Kumar Matam
1007	Mateo, Sergi	Sergi Mateo
1008	Mathew, Bipin	Bipin Mathew
1009	Matthews, Suzanne J.	Suzanne J. Matthews
1010	Mattheyses, R.M.	R.M. Mattheyses
1011	Mattson, Peter	Peter Mattson
1012	Mattson, Timothy G.	Tim Mattson|Timothy Mattson|Timothy G. Mattson
1013	Mauch, Sean	Sean Mauch
1014	May, Lindsay	Lindsay May
1015	Mazur, Walter	Walter Mazur
1016	McCabe, Andrew	A. McCabe|Andrew McCabe
1017	McCans, Mark	Mark McCans
1018	McCaslin, Shawn	Shawn McCaslin
1019	McClean, Tom	Tom McClean
1020	McColl, Rob	R. McColl|Rob McColl
1021	McCorquodale, John	John McCorquodale
1022	McCoy, Don	Don McCoy
1023	McDermott, Ed	Ed McDermott
1024	McFarlin, Daniel	Daniel McFarlin
1025	McGraw-Herdeg, Michael	Michael McGraw-Herdeg
1026	McIntosh-Smith, Simon	Simon McIntosh-Smith
1027	McLaughlin, Adam	Adam McLaughlin
1028	McMahon, Janice	Janice McMahon
1029	McMillan, Scott	Scott McMillan
1030	McNally, Craig	Craig McNally
1031	McPherson, Al	Al McPherson
1032	Mcfarlin, Daniel	Daniel Mcfarlin
1033	Meehan, John	John Meehan
1034	Mehrotra, Shikha	Shikha Mehrotra
1035	Mehta, Gayatri	Gayatri Mehta
1036	Meister, Benoit	B. Meister|Benoit Meister|Benoît Meister
1037	Meixner, David	David Meixner
1038	Melhem, Rami	Rami Melhem
1039	Meng, Huan-Ting	Huan-Ting Meng
1040	Meng, Jie	Jie Meng
1041	Meredith, Jeremy	Jeremy Meredith
1042	Merritt, Mark	Mark Merritt
1043	Mesmay, Frédéric de	Frédéric de Mesmay
1044	Meuse, Theresa	Theresa Meuse
1045	Meyer, Gerard	Gerard Meyer
1046	Meyerhenke, Henning	Henning Meyerhenke
1047	Mi, Ningfang	Ningfang Mi
1048	Michaleas, Peter	P. Michaleas|Pete Michaleas|Peter Michaleas
1049	Michel, B. Scott	B. Scott Michel
1050	Michel, Elizabeth	Elizabeth Michel
1051	Mighell, Kenneth	Kenneth Mighell
1052	Mihalef, Viorel	Viorel Mihalef
1053	Milder, Peter	Peter Milder
1054	Milechin, Lauren	Lauren Milechin
1055	Miller, Benjamin A.	B. A. Miller|Benjamin Miller|Benjamin A. Miller
1056	Miller, Eric	Eric Miller
1057	Miller, Shawn	Shawn Miller
1058	Miller, Steve	Steve Miller
1059	Millery, Benjamin A.	Benjamin A. Millery
1060	Mills, Richard	Richard Mills
1061	Milluzzi, Andrew	Andrew Milluzzi
1062	Milosavljevic, Maja	Maja Milosavljevic
1063	Minardi, Michael	Michael Minardi
1064	Minch, D.	D. Minch
1065	Mirkin, Leo	Leo Mirkin
1066	Mishin, Dmitry	Dmitry Mishin
1067	Misra, Smarahara	Smarahara Misra
1068	Mitchell, Mark	Mark Mitchell
1069	Mitra, Atindra	Atindra Mitra
1070	Model, Josh	Josh Model
1071	Mohindra, Sanjeev	Sanjeev Mohindra
1072	Mohiyuddin, Marghoob	Marghoob Mohiyuddin
1073	Mojumder, Saiful A.	Saiful A. Mojumder
1074	Moluf, Marshall	Marshall Moluf
1075	Monastra, Edward	Edward Monastra
1076	Monticciolo, Paul	Paul Monticciolo|Paul Monticiollo
1077	Moon, Aekyeung	Aekyeung Moon
1078	Mooney, Stephen	Stephen Mooney
1079	Mooney, Vincent III	Vincent Mooney III
1080	Moore, Michael	Michael Moore
1081	Moore, Nicholas	Nicholas Moore|Nick Moore
1082	Moran, Andrew	Andrew Moran
1083	Morda, Lou	Lou Morda
1084	Moreira, Jose E.	Jose Moreira|José Moreira|José E. Moreira
1085	Moreshet, Tali	Tali Moreshet
1086	Morley, Robert	Robert Morley
1087	Morris, Gerald	Gerald Morris
1088	Moses, B.	B. Moses
1089	Moses, Brooks	Brooks Moses
1090	Moslehpour, Saeid	Saeid Moslehpour
1091	Mountcastle, Paul	Paul Mountcastle
1092	Moura, Jose	Jose Moura|José Moura
1093	Mowlaei, Shahir	Shahir Mowlaei
1094	Moyer, Thomas	Thomas Moyer
1095	Muchnik, Ilya	Ilya Muchnik
1096	Muir, Steve	Steve Muir
1097	Mukherjee, Saoni	Saoni Mukherjee
1098	Mukherjee, Sumitra	Sumitra Mukherjee
1099	Muldavin, Jeremy	Jeremy Muldavin
1100	Mulholland, Phil	Phil Mulholland
1101	Mullen, Julie	J. Mullen|Julia Mullen|Julia S. Mullen|Julie Mullen
1102	Mullin, Lenore	Lenore Mullin
1103	Mulvaney, Brian	Brian Mulvaney
1104	Murphy, Michael	Michael Murphy
1105	Murray, David	Dave Murray|David Murray
1106	Murray, Paul	Paul Murray
1107	Myers, Nathan	Nathan Myers
1108	Nadeski, Mark	Mark Nadeski
1109	Nagi, Rakesh	Rakesh Nagi
1110	Nagvajara, Prawat	Prawaat Nagvajara|Prawat Nagvajara
1111	Nahill, Ben	Ben Nahill
1112	Najjar, W. A.	W. A. Najjar
1113	Namasivayam, Vasanth Krishna	Vasanth Krishna Namasivayam
1114	Naqvi, Aale	Aale Naqvi
1115	Nash, Greg	Greg Nash
1116	Nasiri, Nasibeh	Nasibeh Nasiri
1117	Navarrete, Carmen	Carmen Navarrete
1118	Nealis, Kevin	Kevin Nealis
1119	Negre, Robert	Robert Negre
1120	Nehrbass, John	John Nehrbass
1121	Nelson, Scott	Scott Nelson
1122	Nguyen, Danh	Danh Nguyen
1123	Nguyen, Donald	Donald Nguyen
1124	Nguyen, Huy Tam	Huy Nguyen|Huy T. Nguyen|HuyTam Nguyen
1125	Ni, Karl	K. Ni|Karl Ni
1126	Nickerson, Brian	Brian Nickerson
1127	Nicoloff, Catherine	Catherine Nicoloff
1128	Niedre, Mark	Mark Niedre
1129	Nikolopoulos, Dimitris	Dimitris Nikolopoulos
1130	Nimmer, Jeremy	Jeremy Nimmer
1131	Nita, Cosmin	Cosmin Nita|Cosmin Niţă
1132	Nordin, Grace	Grace Nordin
1133	Norton, Charles	Charles Norton
1134	Noseworthy, Joshua	Joshua Noseworthy
1135	Nossenson, Nir	Nir Nossenson
1136	Nwankpa, Chika	Chika Nwankpa
1137	O'Brien, Kyle	Kyle O'Brien
1138	O'Gwynn, B. David	B. David O'Gwynn|D. O'Gwynn|David O'Gwynn
1139	O'Malley, Daniel	Daniel O'Malley
1140	Oeffinger, David	David Oeffinger
1141	Oldham, Jeffrey	Jeffrey Oldham
1142	Olivadoti, Giuseppe	Giuseppe Olivadoti
1143	Olivier, Stephen L.	Stephen L. Olivier
1144	Olofsson, Andreas	Andreas Olofsson
1145	Olson, Tim	Tim Olson
1146	Orcutt, John	John Orcutt
1147	Orofino, Donald	Donald Orofino
1148	Ostapovich, John	John Ostapovich
1149	Otero, Inerys	Inerys Otero
1150	Otto, Paul	Paul Otto
1151	Ou, Jingzhao	Jingzhao Ou
1152	Ouyang, Ming	Ming Ouyang
1153	Owens, John D.	John D. Owens
1154	Ozdayi, Mustafa Safa	Mustafa Safa Özdayi
1155	Ozer, Burak	Burak Ozer
1156	Ozog, Paul	Paul Ozog
1157	O’Reilly, Una-May	Una-May O’Reilly
1158	Paatela, Jeremy	Jeremy Paatela
1159	Paavola, Stephen	Stephen Paavola
1160	Pabbuleti, Krishna Chaitanya	Krishna Chaitanya Pabbuleti
1161	Padilha, Dan	Dan Padilha
1162	Padkowski, Piotr	Piotr Padkowski
1163	Padmanabhan, Shobana	Shobana Padmanabhan
1164	Padua, David	David Padua
1165	Pai, Sreepathi	Sreepathi Pai
1166	Pakin, Scott	Scott Pakin
1167	Palem, Krishna	Krishna Palem
1168	Panasyuk, Sergey	Sergey Panasyuk
1169	Pancoast, Rick	Rick Pancoast
1170	Pande, Pushkar	Pushkar Pande
1171	Pandey, Prachi	Prachi Pandey
1172	Papagiannopoulou, Dimitra	Dimitra Papagiannopoulou
1173	Pardo-Castellote, Gerardo	Gerardo Pardo-Castellote
1174	Park, Kyongseok	Kyongseok Park
1175	Park, Neungsoo	Neungsoo Park
1176	Park, Song J.	Song J. Park
1177	Parker, Michael	Michael Parker
1178	Parmet, Art	Art Parmet
1179	Passwater, Jim	Jim Passwater
1180	Patel, Minesh	Minesh Patel
1181	Patel, Rushi	Rushi Patel
1182	Paterson, William	William Paterson
