0	Aaltonen, Peter	Peter Aaltonen
1183	Pathak, Animesh	Animesh Pathak
1184	Patterson, Cameron D	Cameron D Patterson
1185	Pattnaik, Pratap	Pratap Pattnaik
1186	Pavelich, Janet	Janet Pavelich
1187	Pavo, J.	J. Pavo
1188	Payne, William	William Payne
1189	Pearce, Roger	Roger Pearce
1190	Pearce, Stephen	Stephen Pearce
1191	Pechanek, Gerald G.	Gerald G. Pechanek
1192	Pedersen, Keith	Keith Pedersen
1193	Peikert, C.	C. Peikert
1194	Pelon, Bernard	Bernard Pelon
1195	Pepe, Michael	Michael Pepe
1196	Pepperling, Nick	Nick Pepperling
1197	Perlovsky, Leonid	Leonid Perlovsky
1198	Perrone, Michael	Michael Perrone
1199	Petersen, Torben Kling	Torben Kling Petersen
1200	Petrie, Craig	Craig Petrie
1201	Petrini, Fabrizio	Fabrizio Petrini
1202	Petrov, Sergey	Sergey Petrov
1203	Pfeil, Doug	Doug Pfeil
1204	Philipose, Joseph	Joseph Philipose
1205	Phillips, Everett	Everett Phillips
1206	Phillips, Jonathan	Jonathan Phillips
1207	Phuong, Tri	Tri Phuong
1208	Piccolboni, Luca	Luca Piccolboni
1209	Pierce, Brian	Brian Pierce
1210	Pilaud, William	William Pilaud
1211	Pileggi, Larry	Larry Pileggi
1212	Pingali, Keshav	Keshav Pingali
1213	Pitsianis, Nikos	N. Pitsianis|Nikos Pitsianis
1214	Plant, Charles	Charles Plant
1215	Pocock, Gerry	Gerry Pocock
1216	Pointer, David	David Pointer
1217	Polizzi, Eric	Eric Polizzi
1218	Pollock, Lori L.	Lori L. Pollock
1219	Poole, Stephen	Stephen Poole
1220	Poovey, Jason	Jason Poovey
1221	Popa, Alex	Alex Popa
1222	Popovici, Doru T.	Doru Popovici|Doru T. Popovici
1223	Portfliet, Susan Van	Susan Van Portfliet
1224	Potts, Terri	Terri Potts
1225	Poulin, Paul	Paul Poulin
1226	Pradelle, Benoit	Benoit Pradelle|Benoît Pradelle
1227	Prager, Kenneth	Ken Prager|Kenneth Prager
1228	Prasanna, Viktor K.	Viktor Prasanna|Viktor K. Prasanna
1229	Praveen, Sharma	Sharma Praveen
1230	Prelle, Myra Jean	Myra Prelle|Myra Jean Prelle
1231	Price, Greg	Greg Price
1232	Prieto, Diana	Diana Prieto
1233	Prout, Andrew	A. Prout|Andrew Prout|Andy Prout
1234	Pschunder, Harald	Harald Pschunder
1235	Pudenz, Kristen L.	Kristen L. Pudenz
1236	Pueschel, Markus	Markus Pueschel
1237	Putatunda, Rathin	Rathin Putatunda
1238	Püschel, Markus	Markus Püschel
1239	Qian, Zhuo	Zhuo Qian
1240	Qiu, Qinru	Qinru Qiu
1241	Qu, Yun R.	Yun R. Qu
1242	Quackenbush, John	John Quackenbush
1243	Quinn, Heather	Heather Quinn
1244	Rabbah, Rodric	Rodric Rabbah
1245	Rabinkin, Daniel	Daniel Rabinkin
1246	Rachford, Tymani	Tymani Rachford
1247	Racosky, Joseph	Joseph Racosky
1248	Rader, Charles	Charles Rader
1249	Raghavan, Padma	Padma Raghavan
1250	Raghavendra, Cauligi S.	Cauligi S. Raghavendra
1251	Raghunathan, Sudarshan	Sudarshan Raghunathan
1252	Raikhman, Oleg	Oleg Raikhman
1253	Rajaei, Rasoul	Rasoul Rajaei
1254	Rajamanickam, Sivasankaran	Sivasankaran Rajamanickam
1255	Rajaram, Kumaran	Kumaran Rajaram
1256	Rajasekar, Arcot	Arcot Rajasekar
1257	Raman, Pirabbhu	Pirabbhu Raman
1258	Ramananandro, Tahina	Tahina Ramananandro
1259	Ramesh, Barath	Barath Ramesh
1260	Ramezani, Amin	Amin Ramezani
1261	Ramiro, Eva Valentin	Eva Ramiro|Eva Valentin Ramiro
1262	Ramos, Jeremy	Jeremy Ramos
1263	Rao, Varun Nagaraj	Varun Nagaraj Rao
1264	Raoul, Ouedraogo	Ouedraogo Raoul
1265	Rapaka, Saikiran	Saikiran Rapaka
1266	Rappaport, Carey	Carey Rappaport
1267	Raszka, Łukasz	Łukasz Raszka
1268	Ravindran, Binoy	Binoy Ravindran
1269	Ravishankar, Surabhi	Surabhi Ravishankar
1270	Raymond, Courtney	Courtney Raymond
1271	Raymond, Michael	Michael Raymond
1272	Raynolds, James	James Raynolds
1273	Rayson, Francine	Francine Rayson
1274	Raz, Gil	Gil Raz
1275	Reddaway, Stewart	Stewart Reddaway
1276	Reddy, Kishore	Kishore Reddy
1277	Regester, Keith	Keith Regester
1278	Reilly, Matthew	Matthew Reilly
1279	Reinhardt, Steven	Steve Reinhardt|Steven Reinhardt
1280	Reinhardt, Steven K.	Steven K. Reinhardt
1281	Reinhardt, Steven P.	Steven P. Reinhardt
1282	Ren, Ling	Ling Ren
1283	Retherford, Larry	Larry Retherford
1284	Reuther, Albert	A. Reuther|Albert Reuther
1285	Reynolds, Douglas	Douglas Reynolds
1286	Rhoades, Andrew	Andrew Rhoades
1287	Rhodes, Michael	Michael Rhodes
1288	Richards, Mark	Mark Richards
1289	Richardson, Alan	Alan Richardson
1290	Richardson, Justin	Justin Richardson
1291	Richie, David A.	David A. Richie
1292	Richter, Ed	Ed Richter
1293	Ricke, Darrell O.	Darrell O. Ricke
1294	Ridgley, Rick	Rick Ridgley
1295	Riedy, Jason	J. Riedy|Jason Riedy
1296	Rinard, Martin	Martin Rinard
1297	Rinzler, Daniel	Daniel Rinzler
1298	Riss, Frederic	Frederic Riss
1299	Rivera, Hector	Hector Rivera
1300	Rizzari, Joseph	Joseph Rizzari
1301	Robasky, Kimberly	Kimberly Robasky
1302	Robbins, Chris	Chris Robbins
1303	Robinson, Eric	Eric Robinson
1304	Rodriguez, Domingo	Domingo Rodriguez|Domingo Rodriquez|Domingo Rodríguez
1305	Rodriguez, Yamil	Yamil Rodriguez
1306	Roeder, Michael	Michael Roeder
1307	Rogers, Jennie	Jennie Rogers
1308	Rogina, Pete	Pete Rogina
1309	Rohler, David	David Rohler
1310	Rohloff, Kurt	K. Rohloff|Kurt Rohloff
1311	Rojas, Juan Carlos	Juan Carlos Rojas
1312	Rolinger, Thomas B.	Thomas B. Rolinger
1313	Romera, Julian	Julian Romera
1314	Ros-Giralt, Jordi	J. Ros-Giralt|Jordi Ros-Giralt
1315	Rosa, Antonio	A. Rosa|Antonio Rosa|Tony Rosa
1316	Ross, James A.	James A. Ross
1317	Rossell, Daniel	Daniel Rossell
1318	Rotsted, R.	R. Rotsted
1319	Royster, Tommy	Tommy Royster
1320	Rubin, Aron	Aron Rubin
1321	Rubin, Norman	Norman Rubin
1322	Rudin, Jeffrey	Jeff Rudin|Jeffrey Rudin
1323	Russell, Terrell	Terrell Russell
1324	Russo, Jon C.	Jon Russo|Jon C. Russo
1325	Rutledge, Edward M.	E. M. Rutledge|Edward Rutledge
1326	Ryan, Jeffrey	Jeffrey Ryan
1327	Sabin, Wayne	Wayne Sabin
1328	Sacco, Sharon	Sharon Sacco
1329	Sacha, John	John Sacha
1330	Sachdeva, Vipin	Vipin Sachdeva
1331	Sadi, Fazle	Fazle Sadi
1332	Saha, Sankalita	Sankalita Saha
1333	Sahin, Cem	Cem Sahin
1334	Salama, Assem	Assem Salama
1335	Samsi, Siddharth	Siddarth Samsi|Siddharth Samsi
1336	Samson, John R. Jr.	John Samson|John Samson Jr.|John R. Samson Jr.
1337	Sanaullah, Ahmed	Ahmed Sanaullah
1338	Sanders, Geoffrey	Geoffrey Sanders
1339	Sanders, Larry	Larry Sanders
1340	Sanford, Ronnie	Ronnie Sanford
1341	Sanghai, Kaushal	Kaushal Sanghai
1342	Sanny, Andrea	Andrea Sanny
1343	Santoro, Mark	Mark Santoro
1344	Sarkar, Ambar	Ambar Sarkar
1345	Sarkar, Vivek	Vivek Sarkar
1346	Sato, Tomoyoshi	Tomoyoshi Sato
1347	Saunders, John	John Saunders
1348	Savkli, C.	C. Savkli
1349	Sawyer, Scott M.	S. M. Sawyer|Scott Sawyer|Scott M. Sawyer
1350	Sbîrlea, Alina	Alina Sbîrlea
1351	Scalera, Jonathan	Jonathan Scalera
1352	Scally, Larry	Larry Scally
1353	Schaa, Dana	Dana Schaa
1354	Schafer, D.	D. Schafer
1355	Schantz, Howard	Howard Schantz
1356	Schantz, Richard	R. Schantz|Richard Schantz
1357	Schatzel, Don	Don Schatzel
1358	Schaumont, Patrick	Patrick Schaumont
1359	Schear, Nabil	Nabil Schear
1360	Schlesselman, Joseph	Joseph Schlesselman
1361	Schmidt, Douglas	Douglas Schmidt
1362	Schrader, Glenn	Glen Schrader|Glenn Schrader
1363	Schuehler, David	David Schuehler
1364	Schulman, Bruce	Bruce Schulman
1365	Schultz, Martin	Martin Schultz
1366	Schuster, Jeffrey	Jeffrey Schuster
1367	Schwaller, Benjamin	Benjamin Schwaller
1368	Schweitz, Eric	Eric Schweitz
1369	Schwichtenberg, Jay	Jay Schwichtenberg
1370	Scorfano, Ronald Jr.	Ronald Scorfano Jr.
1371	Scott, David	David Scott
1372	Scott, Erik	Erik Scott
1373	Scrofano, Ronald	Ronald Scrofano
1374	Seefeld, Stefan	S. Seefeld|Stefan Seefeld
1375	Segal, Oren	Oren Segal
1376	Seidel, Hans-Peter	Hans-Peter Seidel
1377	Sermulins, Janis	Janis Sermulins
1378	Serrano, Mauricio	Mauricio Serrano
1379	Seshasayee, Bala	Bala Seshasayee
1380	Sha, Lui	Lui Sha
1381	Shacham, Assaf	Assaf Shacham
1382	Shafai, Bahram	Bahram Shafai
1383	Shaffer, Andrew	Andrew Shaffer
1384	Shah, Virai	Virai Shah
1385	Shah, Viral B.	Viral Shah|Viral B. Shah
1386	Shalf, John	John Shalf
1387	Shamaei, Arash	Arash Shamaei
1388	Shambayati, Amirali	Amirali Shambayati
1389	Shamim, Imran	Imran Shamim
1390	Shamjith, K. V.	K. V. Shamjith
1391	Shands, Berkley	Berkley Shands
1392	Shank, Stephen	Stephen Shank
1393	Shankar, Ravi	Ravi Shankar
1394	Shareef, Bryar	Bryar Shareef
1395	Sharma, Puneet	Puneet Sharma
1396	Shatnawi, Hussein Ali	Hussein Ali Shatnawi
1397	Shatnawi, Mohammed K. Ali	Mohammed K. Ali Shatnawi
1398	Shaw, Gary	Gary Shaw
1399	Shcherbina, Anna	Anna Shcherbina
1400	She, Zuohao	Zuohao She
1401	Sheikh, F.	F. Sheikh
1402	Shen, Emily	Emily Shen
1403	Shen, Hao	Hao Shen
1404	Sheng, Jiayi	Jiayi Sheng
1405	Shila, Devu Manikantan	Devu Manikantan Shila
1406	Shim, Matteo	Matteo Shim
1407	Shinde, Subhash	Subhash Shinde
1408	Shires, Dale R.	Dale R. Shires
1409	Shoup, Ryan	Ryan Shoup
1410	Shrauger, Vern	Vern Shrauger
1411	Shyles, Daniel	Daniel Shyles
1412	Sidiroglou-Douskos, Stelios	Stelios Sidiroglou-Douskos
1413	Sidwell, Nathan	Nathan Sidwell
1414	Siegal, Sara	Sara Siegal
1415	Siegel, Shepard	Shepard Siegel
1416	Sillaci, Jackie	Jackie Sillaci
1417	Silva, C. Della	C. Della Silva
1418	Simon, Tyler A.	Tyler A. Simon
1419	Simonton, Trevor M.	Trevor M. Simonton
1420	Singapura, Shreyas G.	Shreyas Singapura|Shreyas G. Singapura
1421	Singh, Karandeep	Karandeep Singh
1422	Sismanis, N.	N. Sismanis
1423	Sivanich, Dimitri	Dimitri Sivanich
1424	Skjellum, Anthony	Anthony Skjellum
1425	Skjellum, Jennifer	Jennifer Skjellum
1426	Skowyra, Richard	Richard Skowyra
1427	Sliwowski, Marcin	Marcin Sliwowski
1428	Slone, Ambrose	Ambrose Slone
1429	Small, Patrick	Patrick Small
1430	Smetana, Denis	Denis Smetana
1431	Smith, Harrison Ben	Harrison Ben Smith
1432	Smith, Jeffrey	Jeffrey Smith
1433	Smith, Melissa	Melissa Smith
1434	Smith, Nathan	Nathan Smith
1435	Smith, Shaden	Shaden Smith
1436	Smith, Steven	Steven Smith
1437	Smith, William	William Smith
1438	Smith-King, Laurie	Laurie King|Laurie Smith King|Laurie Smith-King
1439	Snavely, Noah	Noah Snavely
1440	Solka, M.	M. Solka
1441	Solvez, Francisco Alvarez	Francisco Solvez|Francisco Alvarez Solvez
1442	Some, Raphael	Rafi Some|Raphael Some
1443	Son, Seung Woo	Seung Woo Son
1444	Song, William S.	William Song|William S. Song
1445	Sottile, Matt	Matt Sottile
1446	Soumekh, Mehrdad	Mehrdad Soumekh
1447	Spaanenburg, Henk	Henk Spaanenburg
1448	Spehalski, Walter	Walter Spehalski
1449	Spetka, Scott	Scott Spetka
1450	Spotz, William	William Spotz
1451	Springer, Jonathan	Jonathan Springer
1452	Springer, Paul	Paul Springer
1453	Sreepathi, Sarat	Sarat Sreepathi
1454	Sridhar, Aravind	Aravind Sridhar
1455	Sridharan, R.	R. Sridharan
1456	Srikanth, Sriseshan	Sriseshan Srikanth
1457	Srivastava, Ajitesh	Ajitesh Srivastava
1458	Srivastava, Niraj	Niraj Srivastava
1459	Sroka, Brian	Brian Sroka
1460	Staheli, Diane	Diane Staheli
1461	Stalzer, Mark	Mark Stalzer
1462	Stark, Dylan T.	Dylan T. Stark
1463	Stealey, Michael	Michael Stealey
1464	Stebnisky, Michael	Michael Stebnisky
1465	Steck, Thomas	Thomas Steck
1466	Steed, James	James Steed
1467	Steeger, Jason	Jason Steeger
1468	Steele, Craig S.	C. S. Steele|Craig Steele
1469	Steinberger, Markus	Markus Steinberger
1470	Steinsaltz, Yael	Yael Steinsaltz
1471	Sterling, Thomas	Thomas Sterling
1472	Stettler, Matt	Matt Stettler
1473	Stevens, Rick	Rick Stevens
1474	Stojanovic, Milica	Milica Stojanovic
1475	Stojanovic, Vladimir	Vladimir Stojanovic
1476	Stokes, Nathan	Nathan Stokes
1477	Stone, Jan	Jan Stone
1478	Stonebraker, Michael	Michael Stonebraker|Mike Stonebraker
1479	Storaasli, Olaf	Olaf Storaasli
1480	Story, Shane	Shane Story
1481	Stout, Q.	Q. Stout
1482	Stover, Patrick	Patrick Stover
1483	Straznicky, I.	I. Straznicky
1484	Streltsov, Simon	Simon Streltsov
1485	Stroia, Iulian	Iulian Stroia
1486	Strudel, Thierry	Thierry Strudel
1487	Strumpen, Volker	Volker Strumpen
1488	Stuttard, David	David Stuttard
1489	Subramanian, Prasad	Prasad Subramanian
1490	Suciu, Constantin	Constantin Suciu
1491	Sudarsanam, Arvind	Arvind Sudarsanam
1492	Sugiarto, Indar	Indar Sugiarto
1493	Suh, Jinwoo	Jinwoo Suh
1494	Sukhwani, Bharat	Bharat Sukhwani
1495	Sumbul, H. Ekin	H. Ekin Sumbul
1496	Summey, Charles	Charles Summey
1497	Sumorok, Daniel	Daniel Sumorok
1498	Sun, Xiaobai	Xaiobai Sun|Xiaobai Sun
1499	Sun, Zachary	Zachary Sun
1500	Sunar, Berk	Berk Sunar
1501	Sundar, Hari	Hari Sundar
1502	Sundaram, Narayanan	Narayanan Sundaram
1503	Suresh, Siddarth	Siddarth Suresh
1504	Swensen, John	John Swensen
1505	Swenson, Brian P.	Brian P. Swenson
1506	Swope, Guy	Guy Swope
1507	Szalay, Alexander S.	Alexander S. Szalay
1508	Szewc, Kamil	Kamil Szewc
1509	Szilagyi, Peter	Peter Szilagi|Peter Szilagyi
1510	Tadmor, Gilead	Gilead Tadmor
1511	Talay, Selcuk	Selçuk Talay
1512	Taliaferro, Ellis	Ellis Taliaferro
1513	Tamhankar, Mangesh	Mangesh Tamhankar
1514	Tanase, Gabriel	Gabriel Tanase
1515	Tanida, Masatoshi	Masatoshi Tanida
1516	Tarapore, Shahrukh	Shahrukh Tarapore
1517	Tarkoff, Joe	Joe Tarkoff
1518	Tasirlar, Sagnak	Sagnak Tasirlar
1519	Tatbul, Nesime	Nesime Tatbul
1520	Tavarageri, Sanket	Sanket Tavarageri
1521	Taveniku, Mikael	Mikael Taveniku
1522	Tebcherani, Cezario	Cezario Tebcherani
1523	Techau, Paul	Paul Techau
1524	Techentin, Robert	Robert Techentin
1525	Tedrake, Russ	Russ Tedrake
1526	Teitelbaum, Kenneth	Kenneth Teitelbaum
1527	Teixeira, Marvi	Marvi Teixeira
1528	Telgarsky, Marek	Marek Telgarsky
1529	Tella, Louis	Louis Tella
1530	Teller, Justin	Justin Teller
1531	Tempesti, Gianluca	Gianluca Tempesti
1532	Teranishi, Keita	Keita Teranishi
1533	Teruel, Xavier	Xavier Teruel
1534	Tessier, Jared	Jared Tessier
1535	Tetreault, Scott	Scott Tetreault
1536	Thanh-Hoang, Tung	Tung Thanh-Hoang
1537	Thankachan, Rohit Varkey	Rohit Varkey Thankachan
1538	Thies, Bill	Bill Thies
1539	Thomas, John	John Thomas
1540	Thomas, Vicraj	Vicraj Thomas
1541	Thompson, Dan	Dan Thompson
1542	Thompson, E. A.	E. A. Thompson
1543	Thompson, James	James Thompson
1544	Thompson, Joe	Joe Thompson
1545	Tian, Shaobo	Shaobo Tian
1546	Tian, Yulong	Yulong Tian
1547	Tirko, Kevin	Kevin Tirko
1548	Tisdale, Robert	Robert Tisdale
1549	Tiwari, Servesh	Servesh Tiwari
1550	Todd, Levy	Levy Todd
1551	Tokgoz, Cagatay	Çağatay Tokgöz
1552	Tom, Ancy Sarah	Ancy Sarah Tom
1553	Tomov, Stanimire	Stanimire Tomov
1554	Tong, Da	Da Tong
1555	Torelli, Peter	Peter Torelli
1556	Torres-Carrasquillo, Pedro A.	Pedro Torres-Carrasquillo|Pedro A. Torres-Carrasquillo
1557	Tougaw, Douglas	Douglas Tougaw
1558	Trainoff, Mark	Mark Trainoff
1559	Tran, An	An Tran
1560	Tran, Geoffrey Phi C.	Geoffrey Phi C. Tran
1561	Tran, Trac	Trac Tran
1562	Travinin, Nadya	Nadya Travinin|Nadya Travinn
1563	Trevito, Leon	Leon Trevito
1564	Trigueros, Blas	Blas Trigueros
1565	Tripp, Justin	Justin Tripp
1566	Trogan, Roman	Roman Trogan
1567	Trotter, Douglas	Douglas Trotter
1568	Troxel, Ian	Ian Troxel
1569	Tufo, Henry	Henry Tufo
1570	Tumeo, Antonino	Antonino Tumeo
1571	Turner, Eric	Eric Turner
1572	Turri, William	William Turri
1573	Tuzel, Erkan	Erkan Tuzel|Erkan Tüzel
1574	Tyson, Eric	Eric Tyson
1575	Tzeng, Nian-Feng	Nian-Feng Tzeng
1576	Ueberhuber, Christoph	Christoph Ueberhuber
1577	Ufimtsev, Vladimir	Vladimir Ufimtsev
1578	Ulmer, Craig	Craig Ulmer
1579	Um, Jung-Ho	Jung-Ho Um
1580	Upchurch, Ed	Ed Upchurch
1581	Uppal, Ahsen J.	Ahsen J. Uppal
1582	Urgo, Kelsey	Kelsey Urgo
1583	Uribe, Ramon	Ramon Uribe
1584	Utin, Dan	Dan Utin
1585	Vaccaro, Phil	Phil Vaccaro
1586	Vahey, Michael	Michael Vahey
1587	Vai, Michael	M. Vai|Michael Vai
1588	Vaidya, Sheila	Sheila Vaidya
1589	Vaillancourt, Steve	Steve Vaillancourt
1590	VanCourt, Thomas	Thomas VanCourt
1591	Van_der_Wijngaart, Rob F.	Rob F. Van_der_Wijngaart
1592	VanderSanden, Steven	Steven VanderSanden
1593	Vanderbauwhede, Wim	Wim Vanderbauwhede
1594	Vanfleet, Mark	Mark Vanfleet
1595	Varia, Mayank	Mayank Varia
1596	Vasilache, Nicolas	N. Vasilache|Nicolas Vasilache
1597	Vasile, Alex	Alex Vasile
1598	Vazquez-Machado, Christian	Christian Vazquez-Machado
1599	Veeraraghavan, Malathi	Malathi Veeraraghavan
1600	Velusamy, Vijay	Vijay Velusamy
1601	Venkataramana, Raju	Raju Venkataramana
1602	Venugopalan, Vivek	Vivek Venugopalan
1603	Veras, Richard M.	Richard Veras|Richard M. Veras
1604	Verma, Kevin	Kevin Verma
1605	Vernon, Frank	Frank Vernon
1606	Vespa, Lucas	Lucas Vespa
1607	Vesselinov, Velimir V.	Velimir V. Vesselinov
1608	Vetter, Jeffrey S.	Jeffrey Vetter|Jeffrey S. Vetter
1609	Vickery, Dan	Dan Vickery
1610	Vidali, Luis	Luis Vidali
1611	Villarreal, J.	J. Villarreal
1612	Vinskus, Michael	Michael Vinskus
1613	Vizitiu, Anamaria	Anamaria Vizitiu
1614	Voegele, Chad	Chad Voegele
1615	Voigt, Robert	Robert Voigt
1616	Volkema, Glenn	Glenn Volkema
1617	Voo, Justin	Justin Voo
1618	Voorst, Brian Van	Brian Van Voorst
1619	Vorbach, Martin	Martin Vorbach
1620	Voronenko, Yevgen	Yevgen Voronenko
1621	Vouk, Mladen	Mladen Vouk
1622	Vouras, Peter	Peter Vouras
1623	Vrancic, Aljosa	Aljosa Vrancic
1624	Vrvilo, Nick	Nick Vrvilo
1625	Waddington, Daniel	Daniel Waddington
1626	Wadell, Andrea	Andrea Wadell
1627	Wagenbreth, Gene	Gene Wagenbreth
1628	Wainwright, Ian	Ian Wainwright
1629	Walke, Richard	Richard Walke
1630	Wallach, Steve	Steve Wallach
1631	Walsh, Bob	Bob Walsh
1632	Walters, Gail	Gail Walters
1633	Walters, John Paul	John Paul Walters
1634	Wang, Bin	Bin Wang
1635	Wang, Dan	Dan Wang
1636	Wang, Gongyu	Gongyu Wang
1637	Wang, Teng	Teng Wang
1638	Wang, Wei	Wei Wang
1639	Wang, Xiao	Xiao Wang
1640	Wang, Xiaojun	Xiaojun Wang
1641	Wang, Zeke	Zeke Wang
1642	Ward, H. Lee	H. Lee Ward
1643	Ward, Lee	Lee Ward
1644	Waring, Christopher A.	Christopher A. Waring
1645	Wasson, Paul	Paul Wasson
1646	Watts, Michael	Michael Watts
1647	Weale, Timothy	Timothy Weale
1648	Webber, Andrew	Andrew Webber
1649	Wei, Ming	Ming Wei
1650	Weinberg, Leonard	Leonard Weinberg
1651	Weinberg, Zack	Zack Weinberg
1652	Weinert, Andrew	Andrew Weinert
1653	Weiss, Geoffrey	Geoffrey Weiss
1654	Wells, Jenny	Jenny Wells
1655	Wen, Ke	Ke Wen
1656	Wentzlaff, David	David Wentzlaff
1657	Wenzel, Lothar	Lothar Wenzel
1658	Whaley, Greg	Greg Whaley
1659	Whang, Sungseob	Sungseob Whang
1660	Whelihan, David	D. Whelihan|David Whelihan
1661	Whitaker, Bill	Bill Whitaker
1662	White, Andrew	Andrew White
1663	White, Jason	Jason White
1664	Whitney, Erich	Erich Whitney
1665	Wickramaarachchi, Charith	Charith Wickramaarachchi
1666	Will, Jeffrey	Jeffrey Will
1667	Wille, Robert	Robert Wille
1668	Williams, Jason	Jason Williams
1669	Wills, Jeff	Jeff Wills
1670	Wilson, Alyson	Alyson Wilson
1671	Winter, Martin	Martin Winter
1672	Wittenberg, David K.	David K. Wittenberg
1673	Wlodarczyk, Tomasz	Tomasz Wlodarczyk
1674	Wohlford, David	David Wohlford
1675	Wolf, Michael M.	Michael M. Wolf
1676	Wolf, Wayne	Wayne Wolf
1677	Wong, Edmund	Edmund Wong
1678	Wong, Henry	Henry Wong
1679	Wong, Weng-Fai	Weng-Fai Wong
1680	Woo, Dong Hyuk	Dong Hyuk Woo
1681	Wu, Qing	Qing Wu
1682	Wu, Shang-Che	Shang-Che Wu
1683	Wu, Wenhao	Wenhao Wu
1684	Wulf, Nicholas	Nicholas Wulf
1685	Wunderlich, Roland	Roland Wunderlich
1686	Xie, Bingqian	Bingqian Xie
1687	Xiong, Jinjun	Jinjun Xiong
1688	Xu, Hao	Hao Xu
1689	Yablonski, Devon	Devon Yablonski
1690	Yakoubov, Sophia	Sophia Yakoubov
1691	Yamazaki, Ichitaro	Ichitaro Yamazaki
1692	Yang, Carl	Carl Yang
1693	Yang, Chen	Chen Yang
1694	Yang, J. Joshua	J. Joshua Yang
1695	Yang, Yi-Hua E.	Yi-Hua E. Yang
1696	Yang, Zhengyu	Zhengyu Yang
1697	YarKhan, Asim	Asim YarKhan
1698	Yee, Charles	Charles Yee|Chuck Yee
1699	Yerukhimovich, Arkady	Arkady Yerukhimovich
1700	Yi, Hong	Hong Yi
1701	Yoo, Andrew	Andrew Yoo
1702	Yoon, Peter	Peter Yoon
1703	York, Daniel	Daniel York
1704	Yost, George	George Yost
1705	Young, Derek	Derek Young
1706	Young, Jeffrey	Jeffrey Young
1707	Young, Ralph	Ralph Young
1708	Young, Seth	Seth Young
1709	Yu, Feng	Feng Yu
1710	Yu, Hengyong	Hengyong Yu
1711	Yu, Katherine	Katherine Yu
1712	Yu, Qian	Qian Yu
1713	Yu, Tamara	Tamara Yu
1714	Yu, Wei	Wei Yu
1715	Yu, Xiangyao	Xiangyao Yu
1716	Yuan, Hong	Hong Yuan
1717	Zalewski, Marcin	Marcin Zalewski
1718	Zarringhalam, Kourosh	Kourosh Zarringhalam
1719	Zayer, Rhaleb	Rhaleb Zayer
1720	Zdonik, Stan	Stan Zdonik
1721	Zeng, Hanqing	Hanqing Zeng
1722	Zhang, Fan	Fan Zhang
1723	Zhang, Hansen	Hansen Zhang
1724	Zhang, Huakai	Huakai Zhang
1725	Zhang, Jialing	Jialing Zhang
1726	Zhang, Nanxiong	Nanxiong Zhang
1727	Zhang, Tiansheng	Tiansheng Zhang
1728	Zhang, Wei	Wei Zhang
1729	Zhang, Yuanrui	Yuanrui Zhang
1730	Zhao, Jin	Jin Zhao
1731	Zhao, Lei	Lei Zhao
1732	Zhao, Zhihong	Zhihong Zhao
1733	Zhou, Boyou	Boyou Zhou
1734	Zhou, Shijie	Shijie Zhou
1735	Zhu, Qiuling	Qiuling Zhu
1736	Zhu, Sichao	Sichao Zhu
1737	Zhu, Zhaozhong	Zhaozhong Zhu
1738	Zhuo, Ling	Ling Zhuo
1739	Zhuzhunashvili, David	David Zhuzhunashvili
1740	Zima, Hans	Hans Zima
1741	Zortman, William	William Zortman
1742	Zulaica, Dan	Dan Zulaica
1743	Zumsteg, Phil	Phil Zumsteg
1744	da_Silva, Rafael Ferreira	Rafael Ferreira da_Silva
1745	de_Dinechin, Benoit Dupont	Benoit Dupont de_Dinechin
1746	de_Massas, Pierre Guironnet	Pierre Guironnet de_Massas
